genename,Tot.var,at_least_1patho,Tot.mis.var,Frac.P,Frac.LP,Frac.P.LP,Frac.B,Frac.LB,Frac.B.LB,Frac.VUS,Frac.conflict,Len.of.Protein,cancer.gene,Norm.tot.mis.var,Ps_cnt,Ps_IR_cnt,Ps_b_cnt,Ps_p_cnt,p.ir,p.b,p.p,Bs_cnt,Bs_IR_cnt,Bs_b_cnt,Bs_p_cnt,b.ir,b.b,b.p,VUS_cnt,VUS_IR_cnt,VUS_b_cnt,VUS_p_cnt,vus.ir,vus.b,vus.p,gnomad_var,gnomad_revel,gnomad_revel_IR,gnomad_IR_frac,gnomad_mis,gnomad_mis_revel,gnomad_mis_revel_IR,gnomad_mis_revel_IR_frac
SLC2A9,137,Y,41,0.097560976,0.024390244,0,0.268292683,0.097560976,0.024390244,0.463414634,0.024390244,540,N,0.075925926,5,2,0,3,0.4,0,0.6,16,1,14,1,0.0625,0.875,0.0625,19,6,6,7,0.315789474,0.315789474,0.368421053,911,325,124,0.381538462,313,313,122,0.389776358
SLC30A10,104,Y,16,0.25,0,0,0,0.0625,0,0.625,0.0625,558,N,0.028673835,4,2,1,1,0.5,0.25,0.25,1,0,1,0,0,1,0,10,1,9,0,0.1,0.9,0,425,202,51,0.252475248,75,75,26,0.346666667
SLC30A2,4,Y,3,0.666666667,0,0,0,0,0,0.333333333,0,323,N,0.009287926,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,855,295,81,0.274576271,185,185,54,0.291891892
SLC30A3,7,N,0,0,0,0,0,0,0,0,0,388,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,214,42,0.196261682,171,171,35,0.204678363
SLC30A5,7,Y,1,0,0,0,1,0,0,0,0,765,N,0.00130719,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,804,304,96,0.315789474,268,268,86,0.320895522
SLC30A7,1,Y,1,1,0,0,0,0,0,0,0,376,N,0.002659574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,196,82,0.418367347,183,183,79,0.431693989
SLC30A8,7,N,2,0,0,0,0,0.5,0,0,0,369,N,0.005420054,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,534,203,67,0.330049261,171,171,65,0.380116959
SLC30A9,4,Y,0,0,0,0,0,0,0,0,0,633,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,216,63,0.291666667,214,214,63,0.294392523
SLC31A1,2,N,1,0,0,0,1,0,0,0,0,226,N,0.004424779,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,199,76,24,0.315789474,63,63,20,0.317460317
SLC32A1,9,Y,9,0,0.444444444,0,0.111111111,0,0,0.444444444,0,596,N,0.015100671,4,3,0,1,0.75,0,0.25,1,0,1,0,0,1,0,4,2,2,0,0.5,0.5,0,420,191,48,0.251308901,190,190,47,0.247368421
SLC33A1,76,Y,33,0.121212121,0,0,0.03030303,0.121212121,0.090909091,0.606060606,0.03030303,549,N,0.06010929,4,0,2,2,0,0.5,0.5,11,1,10,0,0.090909091,0.909090909,0,21,5,12,4,0.238095238,0.571428571,0.19047619,472,257,75,0.291828794,197,197,67,0.340101523
SLC34A1,128,Y,48,0.104166667,0.0625,0,0.145833333,0.0625,0.020833333,0.520833333,0.083333333,639,N,0.075117371,7,2,0,5,0.285714286,0,0.714285714,11,0,4,7,0,0.363636364,0.636363636,25,5,8,12,0.2,0.32,0.48,855,318,53,0.166666667,304,304,52,0.171052632
SLC34A2,21,Y,8,0.125,0,0,0.75,0,0,0.125,0,690,Y,0.011594203,1,1,0,0,1,0,0,6,0,6,0,0,1,0,1,0,1,0,0,1,0,1057,398,67,0.168341709,397,397,66,0.166246851
SLC34A3,210,Y,93,0.064516129,0.021505376,0,0.086021505,0.064516129,0.053763441,0.688172043,0.021505376,599,N,0.155258765,8,3,1,4,0.375,0.125,0.5,18,1,17,0,0.055555556,0.944444444,0,64,18,37,9,0.28125,0.578125,0.140625,1216,435,111,0.255172414,433,433,110,0.25404157
SLC35A1,69,Y,13,0.076923077,0,0.153846154,0,0.076923077,0.076923077,0.461538462,0.153846154,337,N,0.038575668,3,2,0,1,0.666666667,0,0.333333333,3,0,3,0,0,1,0,6,0,4,2,0,0.666666667,0.333333333,370,124,42,0.338709677,103,103,42,0.40776699
SLC35A2,151,Y,65,0.076923077,0.092307692,0,0.184615385,0.123076923,0.046153846,0.446153846,0.030769231,396,N,0.164141414,12,5,1,6,0.416666667,0.083333333,0.5,23,2,21,0,0.086956522,0.913043478,0,29,7,20,2,0.24137931,0.689655172,0.068965517,283,94,22,0.234042553,21,21,3,0.142857143
SLC35A3,140,Y,28,0.035714286,0,0,0.107142857,0.035714286,0,0.821428571,0,325,N,0.086153846,1,0,1,0,0,1,0,4,0,4,0,0,1,0,23,7,13,3,0.304347826,0.565217391,0.130434783,313,109,25,0.229357798,109,109,25,0.229357798
SLC35C1,178,Y,67,0.044776119,0.029850746,0,0.014925373,0.029850746,0,0.835820896,0.044776119,364,N,0.184065934,5,1,0,4,0.2,0,0.8,3,1,2,0,0.333333333,0.666666667,0,56,22,29,5,0.392857143,0.517857143,0.089285714,407,16,6,0.375,174,174,61,0.350574713
SLC35D1,93,Y,16,0.0625,0,0,0.0625,0,0,0.75,0.125,427,N,0.037470726,1,0,0,1,0,0,1,1,0,1,0,0,1,0,12,4,7,1,0.333333333,0.583333333,0.083333333,666,190,68,0.357894737,187,187,68,0.363636364
SLC35D3,2,N,1,0,0,0,1,0,0,0,0,491,N,0.00203666,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,428,218,54,0.247706422,218,218,54,0.247706422
SLC35F3,5,N,2,0,0,0,0.5,0.5,0,0,0,421,N,0.004750594,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,605,221,42,0.190045249,221,221,42,0.190045249
SLC35F5,1,N,1,0,0,0,0,1,0,0,0,523,N,0.001912046,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,763,289,47,0.162629758,233,233,44,0.188841202
SLC36A1,4,N,2,0,0,0,1,0,0,0,0,476,N,0.004201681,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,759,223,62,0.278026906,222,222,62,0.279279279
SLC36A2,56,N,11,0,0,0,0.363636364,0.454545455,0,0.090909091,0.090909091,483,N,0.022774327,0,0,0,0,0,0,0,12,2,10,0,0.166666667,0.833333333,0,1,1,0,0,1,0,0,800,303,86,0.283828383,275,275,85,0.309090909
SLC37A1,10,N,3,0,0,0,1,0,0,0,0,533,N,0.005628518,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1026,272,90,0.330882353,269,269,87,0.323420074
SLC37A3,4,N,1,0,0,0,1,0,0,0,0,494,N,0.002024291,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,848,361,69,0.191135734,221,221,56,0.253393665
SLC37A4,364,Y,126,0.047619048,0.031746032,0.03968254,0,0.023809524,0.015873016,0.650793651,0.071428571,451,N,0.279379157,3,0,3,0,0,1,0,9,0,9,0,0,1,0,5,0,5,0,0,1,0,879,11,2,0.181818182,256,18,0,0
SLC38A1,1,N,0,0,0,0,0,0,0,0,0,503,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,177,23,0.129943503,170,170,24,0.141176471
SLC38A11,1,N,0,0,0,0,0,0,0,0,0,406,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,236,62,0.262711864,208,208,59,0.283653846
SLC38A2,2,N,0,0,0,0,0,0,0,0,0,506,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,224,64,0.285714286,230,230,67,0.291304348
SLC38A4,1,N,0,0,0,0,0,0,0,0,0,547,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,246,57,0.231707317,229,229,58,0.253275109
SLC38A5,3,N,3,0,0,0,0.333333333,0,0,0.666666667,0,472,N,0.006355932,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0.5,0.5,0,411,92,11,0.119565217,92,92,11,0.119565217
SLC38A6,1,N,1,0,0,0,0,0,0,1,0,456,N,0.002192982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,680,252,54,0.214285714,218,218,50,0.229357798
SLC38A7,3,N,2,0,0,0,1,0,0,0,0,462,N,0.004329004,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,711,233,81,0.347639485,232,232,80,0.344827586
SLC38A8,74,Y,17,0.235294118,0.117647059,0,0.235294118,0.235294118,0,0.117647059,0.058823529,435,N,0.03908046,6,2,0,4,0.333333333,0,0.666666667,8,1,7,0,0.125,0.875,0,2,1,1,0,0.5,0.5,0,1399,481,148,0.307692308,478,478,147,0.307531381
SLC38A9,1,N,1,0,0,0,1,0,0,0,0,561,N,0.001782531,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,705,252,66,0.261904762,227,227,66,0.290748899
SLC39A11,3,N,2,0,0,0,0.5,0.5,0,0,0,342,N,0.005847953,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,627,214,82,0.38317757,209,209,80,0.38277512
SLC39A12,3,N,1,0,0,0,1,0,0,0,0,691,N,0.001447178,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,894,383,74,0.193211488,382,382,73,0.191099476
SLC39A13,145,Y,56,0,0.017857143,0,0.071428571,0.071428571,0.035714286,0.714285714,0.089285714,371,N,0.150943396,1,0,0,1,0,0,1,10,1,9,0,0.1,0.9,0,40,6,32,2,0.15,0.8,0.05,365,23,2,0.086956522,122,122,19,0.155737705
SLC39A14,58,Y,12,0.416666667,0.083333333,0,0.083333333,0.083333333,0,0.333333333,0,492,N,0.024390244,6,2,2,2,0.333333333,0.333333333,0.333333333,2,0,2,0,0,1,0,4,0,2,2,0,0.5,0.5,661,225,44,0.195555556,185,185,35,0.189189189
SLC39A2,3,N,2,0,0,0,1,0,0,0,0,309,N,0.006472492,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,758,376,82,0.218085106,193,193,48,0.248704663
SLC39A3,1,N,1,0,0,0,1,0,0,0,0,314,N,0.003184713,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,490,151,19,0.125827815,191,191,31,0.162303665
SLC39A4,369,Y,69,0.086956522,0.028985507,0,0.115942029,0.115942029,0.043478261,0.536231884,0.072463768,647,N,0.106646059,8,5,2,1,0.625,0.25,0.125,17,2,15,0,0.117647059,0.882352941,0,37,5,31,1,0.135135135,0.837837838,0.027027027,1320,473,72,0.152219873,410,410,65,0.158536585
SLC39A5,13,Y,7,0.142857143,0,0,0.714285714,0.142857143,0,0,0,540,N,0.012962963,1,0,0,1,0,0,1,6,0,6,0,0,1,0,0,0,0,0,0,0,0,970,339,59,0.174041298,318,318,62,0.194968553
SLC39A7,21,Y,8,0,0,0,0.375,0.25,0,0.375,0,469,N,0.017057569,0,0,0,0,0,0,0,7,1,6,0,0.142857143,0.857142857,0,3,1,2,0,0.333333333,0.666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
SLC39A8,72,Y,12,0,0.083333333,0.083333333,0.083333333,0.083333333,0,0.583333333,0.083333333,460,N,0.026086957,2,0,0,2,0,0,1,2,0,2,0,0,1,0,7,3,1,3,0.428571429,0.142857143,0.428571429,515,199,40,0.201005025,191,191,40,0.209424084
SLC39A9,1,N,0,0,0,0,0,0,0,0,0,307,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,108,28,0.259259259,82,82,21,0.256097561
SLC3A1,194,Y,85,0.082352941,0.082352941,0.035294118,0.011764706,0,0.011764706,0.717647059,0.058823529,685,N,0.124087591,18,4,0,14,0.222222222,0,0.777777778,2,0,2,0,0,1,0,63,28,11,24,0.444444444,0.174603175,0.380952381,1058,497,179,0.360160966,440,440,168,0.381818182
SLC3A2,13,N,3,0,0,0,0.666666667,0.333333333,0,0,0,631,N,0.004754358,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,0,0,0,0,0,0,0,805,50,19,0.38,258,258,127,0.492248062
SLC40A1,150,Y,74,0.189189189,0.243243243,0.040540541,0.081081081,0.040540541,0.013513514,0.364864865,0.013513514,571,N,0.129597198,35,4,0,31,0.114285714,0,0.885714286,15,6,9,0,0.4,0.6,0,27,4,3,20,0.148148148,0.111111111,0.740740741,629,253,80,0.316205534,215,215,79,0.36744186
SLC41A1,7,Y,1,1,0,0,0,0,0,0,0,584,N,0.001712329,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,225,49,0.217777778,225,225,49,0.217777778
SLC41A2,24,N,0,0,0,0,0,0,0,0,0,573,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,525,199,48,0.24120603,208,208,54,0.259615385
SLC41A3,14,N,0,0,0,0,0,0,0,0,0,507,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,892,327,65,0.198776758,259,259,55,0.212355212
SLC43A1,5,N,4,0,0,0,0.75,0.25,0,0,0,559,N,0.007155635,0,0,0,0,0,0,0,4,1,3,0,0.25,0.75,0,0,0,0,0,0,0,0,886,54,17,0.314814815,281,281,87,0.309608541
SLC43A2,1,N,0,0,0,0,0,0,0,0,0,569,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,275,84,0.305454545,261,261,84,0.32183908
SLC43A3,1,N,0,0,0,0,0,0,0,0,0,491,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,38,8,0.210526316,264,264,87,0.329545455
SLC44A1,4,Y,0,0,0,0,0,0,0,0,0,657,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,264,88,0.333333333,243,243,84,0.345679012
SLC44A2,2,N,0,0,0,0,0,0,0,0,0,706,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327,283,66,0.233215548,372,372,81,0.217741935
SLC44A4,37,Y,10,0.1,0,0,0.8,0,0,0.1,0,710,N,0.014084507,1,0,1,0,0,1,0,9,0,9,0,0,1,0,1,1,0,0,1,0,0,1839,720,188,0.261111111,355,355,82,0.230985915
SLC45A1,30,Y,8,0.125,0,0,0,0,0,0.875,0,782,N,0.010230179,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0.714285714,0.285714286,980,418,89,0.21291866,410,410,89,0.217073171
SLC45A2,118,Y,46,0.086956522,0.108695652,0.02173913,0.043478261,0.043478261,0.02173913,0.673913043,0,530,N,0.086792453,10,2,2,6,0.2,0.2,0.6,5,1,3,1,0.2,0.6,0.2,32,10,9,13,0.3125,0.28125,0.40625,977,485,127,0.26185567,352,352,108,0.306818182
SLC45A4,13,N,3,0,0,0,1,0,0,0,0,808,N,0.003712871,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1354,628,103,0.164012739,497,497,101,0.203219316
SLC46A1,41,Y,23,0.260869565,0,0,0,0,0.086956522,0.47826087,0.130434783,459,N,0.050108932,6,0,0,6,0,0,1,2,0,2,0,0,1,0,11,2,8,1,0.181818182,0.727272727,0.090909091,292,166,39,0.234939759,166,166,39,0.234939759
SLC46A2,4,N,1,0,0,0,1,0,0,0,0,547,N,0.001828154,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,562,295,78,0.26440678,292,292,78,0.267123288
SLC47A1,4,N,1,0,0,0,1,0,0,0,0,570,N,0.001754386,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1109,370,80,0.216216216,339,339,79,0.233038348
SLC47A2,1,N,0,0,0,0,0,0,0,0,0,602,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,234,52,0.222222222,228,228,52,0.228070175
SLC4A1,282,Y,107,0.177570093,0.074766355,0.009345794,0.056074766,0,0.028037383,0.448598131,0.186915888,911,N,0.117453348,28,2,0,26,0.071428571,0,0.928571429,9,3,5,1,0.333333333,0.555555556,0.111111111,50,9,19,22,0.18,0.38,0.44,1293,453,129,0.284768212,435,435,129,0.296551724
SLC4A10,18,N,7,0,0,0,0,0,0,1,0,1118,N,0.006261181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0.571428571,0.428571429,0,1238,339,166,0.489675516,302,302,150,0.496688742
SLC4A11,425,Y,58,0.224137931,0.051724138,0.034482759,0.034482759,0,0,0.551724138,0.103448276,875,N,0.066285714,18,1,0,17,0.055555556,0,0.944444444,2,0,2,0,0,1,0,32,10,18,4,0.3125,0.5625,0.125,1718,566,166,0.293286219,514,514,164,0.319066148
SLC4A2,16,N,8,0,0,0,0,0,0,1,0,1241,N,0.006446414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,2,0.125,0.625,0.25,907,349,84,0.240687679,302,302,82,0.271523179
SLC4A3,26,N,8,0,0,0,0.25,0,0,0.75,0,1232,N,0.006493506,0,0,0,0,0,0,0,2,0,2,0,0,1,0,6,2,2,2,0.333333333,0.333333333,0.333333333,1633,621,137,0.220611916,579,579,137,0.236614853
SLC4A4,198,Y,36,0.055555556,0.027777778,0,0.083333333,0,0,0.666666667,0.166666667,1079,N,0.033364226,3,0,0,3,0,0,1,3,3,0,0,1,0,0,24,9,9,6,0.375,0.375,0.25,1369,445,153,0.343820225,376,376,146,0.388297872
SLC4A5,2,N,0,0,0,0,0,0,0,0,0,1137,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1705,635,194,0.305511811,538,538,167,0.310408922
SLC4A9,3,N,0,0,0,0,0,0,0,0,0,983,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227,474,126,0.265822785,473,473,126,0.266384778
SLC51A,2,Y,0,0,0,0,0,0,0,0,0,340,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,504,200,35,0.175,124,124,30,0.241935484
SLC52A1,62,N,30,0,0,0,0.166666667,0.1,0,0.733333333,0,448,N,0.066964286,0,0,0,0,0,0,0,10,2,8,0,0.2,0.8,0,22,13,9,0,0.590909091,0.409090909,0,543,258,112,0.434108527,256,256,112,0.4375
SLC52A2,260,Y,137,0.051094891,0.051094891,0.00729927,0.00729927,0.00729927,0.00729927,0.817518248,0.051094891,445,N,0.307865169,15,1,0,14,0.066666667,0,0.933333333,13,5,8,0,0.384615385,0.615384615,0,112,34,61,17,0.303571429,0.544642857,0.151785714,1827,775,157,0.202580645,301,301,88,0.292358804
SLC52A3,252,Y,127,0.102362205,0.039370079,0,0.023622047,0.023622047,0.023622047,0.748031496,0.039370079,469,N,0.270788913,18,2,1,15,0.111111111,0.055555556,0.833333333,9,1,8,0,0.111111111,0.888888889,0,95,23,54,18,0.242105263,0.568421053,0.189473684,520,234,57,0.243589744,220,220,57,0.259090909
SLC5A1,142,Y,42,0.071428571,0,0,0.095238095,0,0,0.738095238,0.095238095,664,N,0.063253012,3,0,0,3,0,0,1,4,1,3,0,0.25,0.75,0,31,10,8,13,0.322580645,0.258064516,0.419354839,1026,282,90,0.319148936,281,281,90,0.320284698
SLC5A10,1,N,1,0,0,0,1,0,0,0,0,596,N,0.001677852,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1697,721,106,0.147018031,213,213,53,0.248826291
SLC5A2,95,Y,47,0.063829787,0.042553191,0.021276596,0.021276596,0,0,0.808510638,0.042553191,672,N,0.069940476,6,0,0,6,0,0,1,3,0,3,0,0,1,0,40,8,12,20,0.2,0.3,0.5,78,31,8,0.258064516,29,29,6,0.206896552
SLC5A3,1,N,0,0,0,0,0,0,0,0,0,718,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC5A5,132,Y,23,0.260869565,0.043478261,0,0,0.043478261,0.043478261,0.565217391,0.043478261,694,N,0.03314121,7,0,0,7,0,0,1,2,0,2,0,0,1,0,13,3,7,3,0.230769231,0.538461538,0.230769231,1040,245,73,0.297959184,337,337,98,0.290801187
SLC5A6,13,Y,5,0.4,0,0,0.4,0.2,0,0,0,635,N,0.007874016,2,1,0,1,0.5,0,0.5,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1006,351,78,0.222222222,296,296,78,0.263513514
SLC5A7,219,Y,99,0.02020202,0.01010101,0,0.01010101,0.02020202,0.01010101,0.919191919,0.01010101,580,N,0.170689655,3,2,0,1,0.666666667,0,0.333333333,4,2,1,1,0.5,0.25,0.25,91,41,18,32,0.450549451,0.197802198,0.351648352,530,183,88,0.480874317,183,183,88,0.480874317
SLC5A8,5,N,3,0,0,0,1,0,0,0,0,666,N,0.004504505,0,0,0,0,0,0,0,3,2,0,1,0.666666667,0,0.333333333,0,0,0,0,0,0,0,789,269,71,0.26394052,300,300,83,0.276666667
SLC5A9,2,N,1,0,0,0,1,0,0,0,0,681,N,0.001468429,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1095,391,92,0.235294118,391,391,92,0.235294118
SLC66A2,1,N,0,0,0,0,0,0,0,0,0,271,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC6A1,407,Y,170,0.058823529,0.117647059,0.029411765,0.064705882,0.035294118,0.011764706,0.605882353,0.070588235,599,N,0.283806344,35,8,0,27,0.228571429,0,0.771428571,19,8,8,3,0.421052632,0.421052632,0.157894737,101,26,24,51,0.257425743,0.237623762,0.504950495,815,146,63,0.431506849,146,146,63,0.431506849
SLC6A11,4,N,2,0,0,0,1,0,0,0,0,632,N,0.003164557,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,837,229,76,0.331877729,229,229,76,0.331877729
SLC6A12,5,N,0,0,0,0,0,0,0,0,0,614,N,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,878,260,69,0.265384615,264,264,76,0.287878788
SLC6A13,8,N,3,0,0,0,0.333333333,0,0,0.666666667,0,602,N,0.004983389,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,0,1091,344,86,0.25,348,348,91,0.261494253
SLC6A14,5,N,1,0,0,0,1,0,0,0,0,693,N,0.001443001,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,408,132,36,0.272727273,132,132,36,0.272727273
SLC6A15,2,N,0,0,0,0,0,0,0,0,0,730,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,284,97,0.341549296,287,287,101,0.351916376
SLC6A17,31,Y,16,0.125,0,0,0.0625,0.3125,0.0625,0.4375,0,752,N,0.021276596,2,0,0,2,0,0,1,7,4,3,0,0.571428571,0.428571429,0,7,2,2,3,0.285714286,0.285714286,0.428571429,858,316,108,0.341772152,316,316,108,0.341772152
SLC6A18,16,N,8,0,0,0,1,0,0,0,0,680,N,0.011764706,0,0,0,0,0,0,0,8,3,5,0,0.375,0.625,0,0,0,0,0,0,0,0,1287,481,149,0.30977131,252,252,86,0.341269841
SLC6A19,99,Y,18,0.055555556,0,0,0.111111111,0.222222222,0.055555556,0.444444444,0.055555556,686,N,0.026239067,1,0,0,1,0,0,1,7,4,2,1,0.571428571,0.285714286,0.142857143,8,2,0,6,0.25,0,0.75,960,322,95,0.295031056,322,322,95,0.295031056
SLC6A2,38,Y,8,0.125,0,0,0.5,0.25,0,0.125,0,617,N,0.012965964,1,0,0,1,0,0,1,5,1,3,1,0.2,0.6,0.2,1,1,0,0,1,0,0,962,262,82,0.312977099,259,259,80,0.308880309
SLC6A20,177,N,31,0,0,0,0.064516129,0.096774194,0,0.838709677,0,592,N,0.052364865,0,0,0,0,0,0,0,6,0,4,2,0,0.666666667,0.333333333,26,10,11,5,0.384615385,0.423076923,0.192307692,929,341,116,0.340175953,310,310,109,0.351612903
SLC6A3,234,Y,54,0.074074074,0.037037037,0,0,0.092592593,0,0.759259259,0.037037037,674,N,0.080118694,6,0,0,6,0,0,1,6,2,3,1,0.333333333,0.5,0.166666667,41,13,22,6,0.317073171,0.536585366,0.146341463,1017,274,73,0.266423358,249,249,72,0.289156627
SLC6A4,114,Y,16,0,0,0,0,0.125,0,0.875,0,630,N,0.025396825,0,0,0,0,0,0,0,2,0,2,0,0,1,0,14,3,10,1,0.214285714,0.714285714,0.071428571,835,292,77,0.26369863,274,274,77,0.281021898
SLC6A5,190,Y,65,0.107692308,0.046153846,0.015384615,0.169230769,0.107692308,0.046153846,0.476923077,0.030769231,797,N,0.081555834,11,0,0,11,0,0,1,21,4,14,3,0.19047619,0.666666667,0.142857143,31,9,15,7,0.290322581,0.483870968,0.225806452,1218,58,18,0.310344828,109,106,18,0.169811321
SLC6A6,3,Y,3,0,0.666666667,0,0,0,0,0.333333333,0,721,N,0.004160888,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,758,183,47,0.256830601,161,161,44,0.273291925
SLC6A7,4,N,2,0,0,0,0,0,0,1,0,636,N,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,1038,364,112,0.307692308,364,364,112,0.307692308
SLC6A8,453,Y,123,0.06504065,0.056910569,0,0.056910569,0.06504065,0.056910569,0.577235772,0.113821138,635,N,0.193700787,21,7,4,10,0.333333333,0.19047619,0.476190476,102,15,84,3,0.147058824,0.823529412,0.029411765,73,15,38,20,0.205479452,0.520547945,0.273972603,836,360,51,0.141666667,119,119,39,0.327731092
SLC6A9,75,Y,19,0.052631579,0.105263158,0,0.105263158,0.210526316,0,0.526315789,0,706,N,0.026912181,4,2,0,2,0.5,0,0.5,9,1,7,1,0.111111111,0.777777778,0.111111111,10,4,3,3,0.4,0.3,0.3,1064,371,109,0.293800539,311,311,107,0.344051447
SLC7A1,7,N,1,0,0,0,1,0,0,0,0,629,N,0.001589825,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,717,208,47,0.225961538,207,207,47,0.22705314
SLC7A10,13,N,1,0,0,0,1,0,0,0,0,594,N,0.001683502,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1637,483,148,0.306418219,267,267,78,0.292134831
